,City,Country,Country ISO3,Latitude,Longitude,Population,Input Data Source,Year of Data Collection,Waste Generation Rate (tons/year),Waste Generation Rate per Capita (kg/person/day),Waste Components: Food (%),Waste Components: Green (%),Waste Components: Wood (%),Waste Components: Paper and Cardboard (%),Waste Components: Textiles (%),Waste Components: Plastic (%),Waste Components: Metal (%),Waste Components: Glass (%),Waste Components: Rubber/Leather (%),Waste Components: Other (%),Diversons: Compost (%),Diversons: Anaerobic Digestion (%),Diversons: Incineration (%),Diversons: Recycling (%),Emissions Source,Year Emissions,Emissions: Food (tons CH4/year),Emissions: Green (tons CH4/year),Emissions: Wood (tons CH4/year),Emissions: Paper and Cardboard (tons CH4/year),Emissions: Textiles (tons CH4/year),Emissions: Total (tons CH4/year),Emissions per Capita (kg CH4/person/year),Percentile: Emissions per Capita (%),Population Growth Rate: Historic (%),Population Growth Rate: Future (%),Average Annual Precipitation (mm/year),Percent of Waste to Landfills with Gas Capture (%),Percent of Waste to Landfills without Gas Capture (%),Percent of Waste to Dumpsites (%),Diversion Components: Composted Food (% of Total Composted),Diversion Components: Composted Green (% of Total Composted),Diversion Components: Composted Wood (% of Total Composted),Diversion Components: Composted Paper and Cardboard (% of Total Composted),Diversion Components: Anaerobically Digested Food (% of Total Digested),Diversion Components: Anaerobically Digested Green (% of Total Digested),Diversion Components: Anaerobically Digested Wood (% of Total Digested),Diversion Components: Anaerobically Digested Paper and Cardboard (% of Total Digested),Diversion Components: Incinerated Food (% of Total Incinerated),Diversion Components: Incinerated Green (% of Total Incinerated),Diversion Components: Incinerated Wood (% of Total Incinerated),Diversion Components: Incinerated Paper and Cardboard (% of Total Incinerated),Diversion Components: Incinerated Textiles (% of Total Incinerated),Diversion Components: Incinerated Plastic (% of Total Incinerated),Diversion Components: Incinerated Rubber/Leather (% of Total Incinerated),Diversion Components: Recycled Wood (% of Total Recycled),Diversion Components: Recycled Paper and Cardboard (% of Total Recycled),Diversion Components: Recycled Textiles (% of Total Recycled),Diversion Components: Recycled Plastic (% of Total Recycled),Diversion Components: Recycled Rubber/Leather (% of Total Recycled),Diversion Components: Recycled Metal (% of Total Recycled),Diversion Components: Recycled Glass (% of Total Recycled),Diversion Components: Recycled Other (% of Total Recycled),Diversion Masses: Composted Food (tons),Diversion Masses: Composted Green (tons),Diversion Masses: Composted Wood (tons),Diversion Masses: Composted Paper and Cardboard (tons),Diversion Masses: Anaerobically Digested Food (tons),Diversion Masses: Anaerobically Digested Green (tons),Diversion Masses: Anaerobically Digested Wood (tons),Diversion Masses: Anaerobically Digested Paper and Cardboard (tons),Diversion Masses: Incinerated Food (tons),Diversion Masses: Incinerated Green (tons),Diversion Masses: Incinerated Wood (tons),Diversion Masses: Incinerated Paper and Cardboard (tons),Diversion Masses: Incinerated Textiles (tons),Diversion Masses: Incinerated Plastic (tons),Diversion Masses: Incinerated Rubber/Leather (tons),Diversion Masses: Recycled Wood (tons),Diversion Masses: Recycled Paper and Cardboard (tons),Diversion Masses: Recycled Textiles (tons),Diversion Masses: Recycled Plastic (tons),Diversion Masses: Recycled Rubber/Leather (tons),Diversion Masses: Recycled Metal (tons),Diversion Masses: Recycled Glass (tons),Diversion Masses: Recycled Other (tons),Non Compostable Not Targeted Total (%),Precipitation Zone,k: Food,k: Green,k: Wood,k: Paper and Cardboard,k: Textiles,MEF: Compost,Fraction of Waste to Methane Capture Landfills (%),Methane Capture Efficiency (%)
5012,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2020,2031.446303007963,0.0,0.0,595.8723716667803,0.0,2627.318674674744,2.622875523537871,33.78016085790885,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5013,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2021,2098.8970251320998,0.0,0.0,619.8289462595675,0.0,2718.725971391667,2.71412823815623,34.04825737265416,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5014,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2022,2165.2058739995537,0.0,0.0,644.0547911558784,0.0,2809.260665155432,2.8045098255110164,34.316353887399465,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5015,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2023,2230.808124250394,0.0,0.0,668.5680638132393,0.0,2899.376188063633,2.8944729508848344,34.04825737265416,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5016,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2024,2296.073476161232,0.0,0.0,693.3869659033415,0.0,2989.4604420645733,2.9844048602313413,34.316353887399465,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5017,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2025,2361.3170096397703,0.0,0.0,718.529758763415,0.0,3079.8467684031853,3.074638331070352,34.316353887399465,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5018,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2026,2426.808337537363,0.0,0.0,744.0147787230975,0.0,3170.82311626046,3.1654608256218566,34.316353887399465,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5019,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2027,2492.779254998975,0.0,0.0,769.8604523216727,0.0,3262.639707320647,3.2571221424114025,34.584450402144775,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5020,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2028,2559.43013269368,0.0,0.0,796.0853114302619,0.0,3355.515444123942,3.3498408137853897,35.120643431635386,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5021,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2029,2626.935260944093,0.0,0.0,822.7080082933225,0.0,3449.643269237416,3.4438094560189194,35.120643431635386,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5022,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2030,2695.447317673462,0.0,0.0,849.747330503558,0.0,3545.19464817702,3.539199244656572,34.584450402144775,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5023,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2031,2765.101104606746,0.0,0.0,877.2222159241363,0.0,3642.323320530882,3.6361636592920417,34.584450402144775,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
5024,Kota,India,IND,25.1737019,75.8574194,1001694.0,World Bank,2016,216504.0,0.5921585272903865,51.0,0.0,0.0,10.0,0.0,15.0,1.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,SWEET Model,2032,2836.016672371657,0.0,0.0,905.1517675718902,0.0,3741.168439943548,3.734841618242245,34.584450402144775,4.498231647470896,2.4793600876776845,719,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.10526315789474,0.0,0.0,13.157894736842104,0.0,19.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately Dry,0.18,0.09,0.018,0.036,0.036,0.0042438549999999,0.0,60.0
