,Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Waste in Place (tons),Waste Accepted (tons/year),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Normalized Emissions: Modeled (kg CH4/year/ton waste accepted),Normalized Emissions Uncertainty: Modeled (kg CH4/year/ton waste accepted),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Normalized Emissions: Satellite (kg CH4/year/ton waste accepted),Normalized Emissions Uncertainty: Satellite (kg CH4/year/ton waste accepted),Emissions Source: Satellite,Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
351,"Lenin Nagar, Chittoor, Andhra Pradesh, 517001, India",Dumpsites,13.23732674833166,79.0891433443835,India,IND,7163769.633,371229.6496,5900.900629,,15.89555315788548,,Climate TRACE,,,,,,,,,,1835960997,,
362,"Pimpri-Chinchwad, Haveli, Pune District, Maharashtra, 412114, India",Dumpsites,18.68450504818949,73.82404071330201,India,IND,7125517.749,369247.4203,5869.391999,,15.895553161160436,,Climate TRACE,,,,,,,,,,1835961002,,
368,"Nh151, Jetpur Taluka, Rajkot, Gujarat, 360360, India",Dumpsites,21.69690170156065,70.57523179983916,India,IND,7092179.593,367519.8226,5841.930878,,15.89555316138205,,Climate TRACE,,,,,,,,,,1835961005,,
382,"Cmwssb Division 6, Ward 6, Zone 1 Tiruvottiyur, Mathavaram, Thiruvallur District, Tamil Nadu, 600019, India",Dumpsites,13.156625184350965,80.28671691980341,India,IND,6964467.647,360901.7342,5736.732702,,15.895553161351366,,Climate TRACE,,,,,,,,,,1835961012,,
389,"Majura Taluka, Surat, Gujarat, 394518, India",Dumpsites,21.10795732558601,72.80457877828213,India,IND,5634915.175,292003.7484,4641.561106,,15.895553161330584,,Climate TRACE,,,,,,,,,,1835961155,,emi20230331t072349p05001-C_l3a-ch4-mfa-v0_plume.jpg
404,"Nh51, Talaja, Talaja Taluka, Bhavnagar District, Gujarat, 364140, India",Dumpsites,21.330656224428363,72.01306199569581,India,IND,6843811.095,354649.2593,5637.346155,,15.895553161810875,,Climate TRACE,,,,,,,,,,1835961023,,
407,"Abohar, Abohar Tahsil, Fazilka, Punjab, 152116, India",Dumpsites,30.141901340376727,74.18220033681273,India,IND,5593466.06,289855.8373,4607.418871,,15.895553161592304,,Climate TRACE,,,,,,,,,,1835961164,,
415,"Ariyamangalam, Ariyamangalam Zone, Trichy Corporation Limits, Tiruchirappalli, Tiruchirappalli District, Tamil Nadu, 620010, India",Dumpsites,10.80381400183383,78.72450213167795,India,IND,5569810.527,288629.9973,4587.933466,,15.895553161202905,,Climate TRACE,,,,,,,,,,1835961168,,
423,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 2",Dumpsites,22.301599774232205,70.75394639474686,India,IND,5540864.488,287130.0011,4564.090196,,15.895553158899771,,Climate TRACE,,,,,,,,,,1835961172,,
434,"Chandaka, Khordha, Odisha, 754005, India",Dumpsites,20.3908902966556,85.78669868843974,India,IND,6709089.953,347667.9513,5526.374402,,15.895553160237466,,Climate TRACE,,,,,,,,,,1835961038,,
435,"Madurai, Madurai South, Madurai District, Tamil Nadu, 625015, India",Dumpsites,9.873027276911406,78.08954605009991,India,IND,5506517.225,285350.111,4535.797858,,15.89555315785386,,Climate TRACE,,,,,,,,,,1835961178,,
440,"Dindigul, Dindigul District, Tamil Nadu, 624001, India",Dumpsites,10.37029556860383,77.95977529202261,India,IND,6697274.1,347055.6487,5516.641513,,15.89555315887875,,Climate TRACE,,,,,,,,,,1835961041,,
445,"Erode, Erode District, Tamil Nadu, 638001, India",Dumpsites,11.33172317235884,77.74376884783541,India,IND,5466333.374,283267.7664,4502.697839,,15.89555315885034,,Climate TRACE,,,,,,,,,,1835961183,,
463,"Sachin, Chorasi Taluka, Surat, Gujarat, 394230, India",Dumpsites,21.09910915649137,72.87721040220366,India,IND,5419810.612,280856.9367,4464.376367,,15.895553157615849,,Climate TRACE,,,,,,,,,,1835961192,,
464,"Vijayawada, Vijayawada (Urban), Krishna, Andhra Pradesh, 520001, India",Dumpsites,16.54033284236244,80.64640695095042,India,IND,6614150.0,342748.1218,5448.170991,,15.895553161277745,,Climate TRACE,,,,,,,,,,1835961053,,
475,"Sh190, Bhusawal, Jalgaon, Maharashtra, 425200, India",Dumpsites,20.992021322633864,75.72677722886847,India,IND,5392988.004,279466.9775,4442.282197,,15.895553158870086,,Climate TRACE,,,,,,,,,,1835961198,,
476,"Botad, Botad Taluka, Botad District, Gujarat, 364700, India",Dumpsites,22.17443562125622,71.68627274628078,India,IND,6550856.699,339468.2355,5396.035383,,15.895553158463336,,Climate TRACE,,,,,,,,,,1835961059,,
488,"Pushpak Apartment, Baramati, Pune District, Maharashtra, 413133, India",Dumpsites,18.158359037511502,74.59137766200429,India,IND,5326877.974,276041.1271,4387.82641,,15.895553159404558,,Climate TRACE,,,,,,,,,,1835961205,,
490,"Halol Bypass Sh-05, Halol, Halol Taluka, Panch Mahal District, Gujarat, 389350, India",Dumpsites,22.496362785060068,73.4835756753637,India,IND,5326126.917,276002.207,4387.207753,,15.895553157660077,,Climate TRACE,,,,,,,,,,1835961206,,
515,"Talaja Shwetambar Derasar, Nh51;Sh6, Talaja, Talaja Taluka, Bhavnagar District, Gujarat, 364140, India",Dumpsites,21.354855547498147,72.03441374766103,India,IND,6348473.862,328980.6691,5229.329714,,15.895553159114176,,Climate TRACE,,,,,,,,,,1835961078,,
521,"Ambejogai, Beed, Maharashtra, 431517, India",Dumpsites,18.749963420305388,76.39030071589056,India,IND,6308152.741,326891.2111,5196.116623,,15.8955531582354,,Climate TRACE,,,,,,,,,,1835961081,,
524,"Chiplun Road, Chiplun, Ratnagiri, Maharashtra, 415600, India",Dumpsites,17.5233994378714,73.54302058371924,India,IND,5229557.872,270997.9572,4307.662434,,15.895553156590362,,Climate TRACE,,,,,,,,,,1835961223,,
560,"Solapur, Solapur North, Solapur, Maharashtra, 413001, India, Site 1",Dumpsites,17.705662968174455,75.90811494046991,India,IND,5126757.417,265670.793,4222.984213,,15.895553159281604,,Climate TRACE,,,,,,,,,,1835961241,,
587,"Madapam, Narasannapeta, Srikakulam, Andhra Pradesh, 532422, India",Dumpsites,18.37309248339176,83.99796817185484,India,IND,4244850.303,219969.9839,3496.544572,,15.89555315687778,,Climate TRACE,,,,,,,,,,1835961394,,
596,"Ayyanar Puram, Veppankudi, Alangudi Taluk, Pudukkottai District, Tamil Nadu, 622501, India",Dumpsites,10.375700694733524,78.83832286381066,India,IND,5015803.184,259921.0966,4131.589607,,15.895553154572216,,Climate TRACE,,,,,,,,,,1835961259,,
598,"Midc Kopargaon, Annapurna Nagar, Kopargaon, Ahmednagar, Maharashtra, 423601, India",Dumpsites,19.892142274207664,74.4988427554867,India,IND,5010216.051,259631.5689,4126.987405,,15.895553158212262,,Climate TRACE,,,,,,,,,,1835961260,,
607,"Sikar, Sikar Tehsil, Sikar, Rajasthan, 332001, India",Dumpsites,27.61487868712505,75.11305406232496,India,IND,4203422.547,217823.1796,3462.41993,,15.895553156272078,,Climate TRACE,,,,,,,,,,1835961404,,
609,"Shill Phata, Thane, Mumbai Metropolitan Region, Thane, Maharashtra, 410701, India",Dumpsites,19.14519966340327,73.03758255801687,India,IND,4202950.028,217798.6934,3462.03071,,15.895553164048504,,Climate TRACE,,,,,,,,,,1835961405,,
610,"Avaragolla, Davanagere Taluku, Davanagere District, Karnataka, 577 006, India",Dumpsites,14.515450566386352,75.88701584793519,India,IND,4974774.22,257794.9578,4097.793456,,15.895553159651442,,Climate TRACE,,,,,,,,,,1835961266,,
618,"Ramling-Shirur Road, Malthan, Shirur, Pune District, Maharashtra, 412218, India",Dumpsites,18.83243162041839,74.3452827859818,India,IND,4969884.518,257541.5713,4093.765738,,15.895553161906175,,Climate TRACE,,,,,,,,,,1835961270,,
642,"Makhupura, Ajmer Tehsil, Ajmer, Rajasthan, 305002, India",Dumpsites,26.38816512611833,74.68089363623207,India,IND,4910402.247,254459.1743,4044.769331,,15.895553155538162,,Climate TRACE,,,,,,,,,,1835961282,,
645,"Manar, Talaja Taluka, Bhavnagar District, Gujarat, India",Dumpsites,21.41454865284125,72.15994997807864,India,IND,4122944.409,213652.7676,3396.128925,,15.895553159218707,,Climate TRACE,,,,,,,,,,1835961423,,
663,"Dimapur, Dimapur Sadar, Dimapur, Nagaland, 797112, India",Dumpsites,25.9224411131995,93.74767466316152,India,IND,4083991.444,211634.208,3364.042804,,15.895553161235636,,Climate TRACE,,,,,,,,,,1835961432,,
667,"Nh548B, Vijayapura, Vijayapura Taluk, Bijapur District, Karnataka, 586101, India",Dumpsites,16.854435747739522,75.74627959127537,India,IND,4072241.908,211025.342,3354.364541,,15.895553155885894,,Climate TRACE,,,,,,,,,,1835961434,,
668,Perugundi,Dumpsites,12.95491878,80.2239275,India,IND,4838348.436,250725.3146,3985.417566,,15.895553156880952,,Climate TRACE,,,,,,,,,,1835961295,,
670,"Devaragudi, Sindhanur, Sindhanuru Taluku, Raichur District, Karnataka, 584128, India",Dumpsites,15.785292203193158,76.74464258898608,India,IND,4832016.405,250397.1859,3980.20178,,15.895553161645974,,Climate TRACE,,,,,,,,,,1835961296,,
676,"Jagathgiri Gutta, Jagadgirigutta, Ward 126 Jagathgirigutta, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur Mandal, Medchal–Malkajgiri, Telangana, 500055, India",Dumpsites,17.503488938306283,78.43501069020127,India,IND,4820558.525,249803.4336,3970.763758,,15.895553158641611,,Climate TRACE,,,,,,,,,,1835961299,,
680,"Meghpar, Lalpur Taluka, Jamnagar District, Gujarat, 361280, India",Dumpsites,22.33948212697622,69.8370008051808,India,IND,4784841.554,247952.5647,3941.343173,,15.895553158599776,,Climate TRACE,,,,,,,,,,1835961301,,
681,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 3",Dumpsites,22.315523166859958,70.83184412402287,India,IND,4027540.651,208708.9035,3317.54347,,15.89555315736686,,Climate TRACE,,,,,,,,,,1835961441,,
691,"Kanchipuram, Kancheepuram, Kanchipuram District, Tamil Nadu, 631501, India",Dumpsites,12.827629138125468,79.72941994878731,India,IND,4004947.259,207538.104,3298.932965,,15.8955531606861,,Climate TRACE,,,,,,,,,,1835961446,,
703,"Dindigul - Natham - Singampunari - Thiruppathur - Karaikudi Road, Karaikkudi, Sivagangai District, Tamil Nadu, 630004, India",Dumpsites,10.04120871133478,78.76022854610541,India,IND,3980696.538,206281.4212,3278.957296,,15.895553157067353,,Climate TRACE,,,,,,,,,,1835961452,,
709,"Sh111, Visavadar, Visavadar Taluka, Junagadh District, Gujarat, 362130, India",Dumpsites,21.3206199287316,70.74103757321284,India,IND,3966720.165,205557.1595,3267.444756,,15.895553158779665,,Climate TRACE,,,,,,,,,,1835961455,,
711,"Meerut-Karnal Marg, Mirgain, Karnal, Haryana, India",Dumpsites,29.64379324143821,77.04850676753638,India,IND,3963152.172,205372.2645,3264.505748,,15.89555316024672,,Climate TRACE,,,,,,,,,,1835961456,,
713,"Compost Yard-Vellalore, Podanur Road, Ward 99, South Zone, Podanur, Coimbatore South, Coimbatore District, Tamil Nadu, 641038, India",Dumpsites,10.959247996835437,77.00205150995582,India,IND,3958483.447,205130.3291,3260.660051,,15.89555316030544,,Climate TRACE,,,,,,,,,,1835961457,,
715,"Malegaon, Nashik, Maharashtra, 423200, India, Site 1",Dumpsites,20.5659205178457,74.56036847896002,India,IND,3955831.34,204992.8958,3258.475473,,15.895553161896451,,Climate TRACE,,,,,,,,,,1835961458,,
717,"Eluru, Andhra Pradesh, 534001, India",Dumpsites,16.677483229975323,81.10910902855615,India,IND,3955370.927,204969.037,3258.096224,,15.895553161036707,,Climate TRACE,,,,,,,,,,1835961459,,
728,"Khargone, Khargone Tahsil, Khargone, Madhya Pradesh, 451001, India",Dumpsites,21.802663305738676,75.63546028398113,India,IND,4642430.106,240572.7417,3824.036804,,15.895553157758272,,Climate TRACE,,,,,,,,,,1835961325,,
738,"Mathura Das Pura, Jamwa Ramgarh Tehsil, Jaipur, Rajasthan, 302027, India, Site 1",Dumpsites,26.94736109312273,75.91788813646701,India,IND,4605869.292,238678.1444,3793.921133,,15.895553162344765,,Climate TRACE,,,,,,,,,,1835961330,,
743,"Vn Colony, Erulappapuram, Nagercoil, Agastheeswaram, Kanyakumari District, Tamil Nadu, 629001, India",Dumpsites,8.163229733001904,77.43467330182787,India,IND,3896069.288,201896.0004,3209.248606,,15.895553154306077,,Climate TRACE,,,,,,,,,,1835961472,,
744,"Shapar - Veraval, Kotda Sangani Taluka, Rajkot, Gujarat, 360024, India",Dumpsites,22.15058510986363,70.78551138427457,India,IND,4574633.242,237059.4788,3768.191547,,15.895553158534996,,Climate TRACE,,,,,,,,,,1835961333,,
745,"Sattur, Virudhunagar District, Tamil Nadu, 626205, India",Dumpsites,9.240142004701015,77.88546670593885,India,IND,3889137.677,201536.8013,3203.538939,,15.895553161188332,,Climate TRACE,,,,,,,,,,1835961473,,
746,"Barwani, Barwani Tahsil, Barwani, Madhya Pradesh, 451551, India",Dumpsites,22.023137134260445,74.89917054350619,India,IND,4572918.934,236970.6426,3766.779447,,15.89555316081166,,Climate TRACE,,,,,,,,,,1835961334,,
751,"Bhiwandi - Nizampur, Mumbai Metropolitan Region, Bhiwandi, Thane, Maharashtra, 421302, India",Dumpsites,19.307713114512403,73.08243828335279,India,IND,3883430.85,201241.071,3198.838142,,15.895553159722551,,Climate TRACE,,,,,,,,,,1835961476,,
762,"Nh44, Sadaiyampatti, Sattur, Virudhunagar District, Tamil Nadu, 626205, India",Dumpsites,9.258774950969704,77.90259112802389,India,IND,4489488.222,232647.2269,3698.056363,,15.895553161222743,,Climate TRACE,,,,,,,,,,1835961342,,
766,"Hadapsar Industrial Estate, Fatima Nagar, Pune, Pune City, Pune District, Maharashtra, 411001, India",Dumpsites,18.510682134784386,73.91308267612487,India,IND,4482844.219,232302.9318,3692.583601,,15.89555315719868,,Climate TRACE,,,,,,,,,,1835961344,,
785,"Savar Kundla Taluka, Amreli District, Gujarat, India",Dumpsites,21.28826028360197,71.29484169955694,India,IND,3812708.911,197576.2295,3140.583459,,15.895553159141548,,Climate TRACE,,,,,,,,,,1835961493,,
786,"Pallavaram, Chengalpattu District, Tamil Nadu, 44, India",Dumpsites,12.956006379744291,80.1501703457008,India,IND,4427096.504,229414.061,3646.663403,,15.895553163151584,,Climate TRACE,,,,,,,,,,1835961354,,
798,"Foster Supermarket, E331, Industrial Area,, Sirhind Fateh Road, Sector 91, Chappar Chiri, S.A.S. Nagar (Mohali) Tahsil, Sahibzada Ajit Singh Nagar, Punjab, 160057, India",Dumpsites,30.709641902451967,76.68254875427826,India,IND,4388688.883,227423.7615,3615.02649,,15.895553156612442,,Climate TRACE,,,,,,,,,,1835961360,,
803,"Siliguri, Rajganj, Jalpaiguri District, West Bengal, 734003, India",Dumpsites,26.74653792356024,88.45041509762588,India,IND,3751358.37,194397.0179,3090.048131,,15.895553153956074,,Climate TRACE,,,,,,,,,,1835961502,,
813,"Bapatla - Pedanandipadu Road, Bapatla, Andhra Pradesh, 522101, India",Dumpsites,15.913352277135688,80.45780349448785,India,IND,3708512.668,192176.735,3054.755507,,15.8955531583987,,Climate TRACE,,,,,,,,,,1835961507,,
824,"Tiruvannamalai, Tiruvanamalai District, Tamil Nadu, 60604, India",Dumpsites,12.247793632467008,79.07384617838386,India,IND,4356349.2,225747.905,3588.387825,,15.895553161390357,,Climate TRACE,,,,,,,,,,1835961373,,
826,Pirana,Dumpsites,22.98022411,72.567336559,India,IND,4354513.593,225652.7831,3586.875809,,15.89555315792602,,Climate TRACE,,,,,,,,,,1835961374,,emi20230124t093809p07001-A_l3a-ch4-mfa-v0_plume.jpg
852,"Sh11, Chhitari, Banskhedi, Mungaoli Tahsil, Ashok Nagar, Madhya Pradesh, 473443, India",Dumpsites,24.41417646812971,78.07542742972149,India,IND,3630050.618,188110.7975,2990.125182,,15.89555316196031,,Climate TRACE,,,,,,,,,,1835961527,,
870,"Indore, Indore Tahsil, Indore District, Madhya Pradesh, 452001, India",Dumpsites,22.671109574275548,75.9257083331462,India,IND,3599196.05,186511.9004,2964.709828,,15.895553161175124,,Climate TRACE,,,,,,,,,,1835961536,,
878,"Pargi Road, Jaffarpally, Pargi, Pargi Mandal, Vikarabad, Telangana, 501500, India",Dumpsites,17.106229046509977,78.02395016566385,India,IND,3578623.435,185445.8186,2947.763867,,15.895553155384007,,Climate TRACE,,,,,,,,,,1835961540,,
890,"Kapurthala, Kapurthala Tahsil, Kapurthala, Punjab, 144620, India",Dumpsites,31.30342389904079,75.3346958099427,India,IND,3564358.468,184706.6018,2936.013608,,15.895553160460992,,Climate TRACE,,,,,,,,,,1835961546,,
902,"Gangakhed, Parbhani, Maharashtra, 431514, India",Dumpsites,18.98550819200736,76.79863789414503,India,IND,3544824.557,183694.3461,2919.923243,,15.895553156603116,,Climate TRACE,,,,,,,,,,1835961552,,
922,"Aruppukkottai, Virudhunagar District, Tamil Nadu, 626100, India",Dumpsites,9.48740579794753,78.08784966856682,India,IND,3514519.14,182123.9062,2894.960233,,15.895553161598068,,Climate TRACE,,,,,,,,,,1835961562,,
937,"Sh185, Dadra, Dadra And Nagar Haveli, Dadra And Nagar Haveli And Daman And Diu, 396193, India",Dumpsites,20.333534976382005,72.94469084161308,India,IND,3015872.469,156283.8194,2484.21776,,15.895553164347607,,Climate TRACE,,,,,,,,,,1835961709,,
942,"Jetpur Taluka, Rajkot, Gujarat, 360370, India",Dumpsites,21.7570393798399,70.6537358199383,India,IND,3481131.579,180393.7483,2867.458416,,15.895553160918494,,Climate TRACE,,,,,,,,,,1835961572,,
947,"Nh67, Tadipatri, Tadpatri, Ananthapuramu, Andhra Pradesh, 515400, India, Site 1",Dumpsites,14.8807400765271,78.05309386690516,India,IND,2992665.217,155081.2096,2465.101611,,15.895553157975886,,Climate TRACE,,,,,,,,,,1835961714,,
948,"Unnao, Uttar Pradesh, 209800, India",Dumpsites,26.555830749524212,80.52041636407867,India,IND,3448089.07,178681.4712,2840.240824,,15.895553159067564,,Climate TRACE,,,,,,,,,,1835961575,,
952,"Sh23, Chukanakalla, Koppala Taluku, Koppal District, Karnataka, 583238, India",Dumpsites,15.317689580500565,76.13338541773159,India,IND,3443511.206,178444.2443,2836.469971,,15.895553157945146,,Climate TRACE,,,,,,,,,,1835961577,,
968,"Upleta Taluka, Rajkot, Gujarat, India",Dumpsites,21.79123500075352,70.21870035468841,India,IND,3401860.882,176285.9064,2802.161997,,15.895553162609488,,Climate TRACE,,,,,,,,,,1835961585,,
973,"ಅಡಿಬಟ್ಟಿ, Gokak Taluku, Belgaum District, Karnataka, 591337, India",Dumpsites,16.161500291772008,74.86343666031308,India,IND,2959762.55,153376.1791,2437.999208,,15.895553157641546,,Climate TRACE,,,,,,,,,,1835961727,,
976,"Midc Mahad, Mahad, Raigad, Maharashtra, 402302, India",Dumpsites,18.111602902007387,73.48252944765282,India,IND,3391392.951,175743.4537,2793.539411,,15.895553161079135,,Climate TRACE,,,,,,,,,,1835961589,,
988,"Khargone Power Station, Barwaha Tahsil, Khargone, Madhya Pradesh, India",Dumpsites,22.057928118903785,75.86428903371446,India,IND,3361817.482,174210.84,2769.177669,,15.895553164200347,,Climate TRACE,,,,,,,,,,1835961595,,
998,"Pirana Sewage Treatment Plant, Narol Sarkhej Road, Isanpur, Piplaj, Ahmedabad City Taluka, Ahmedabad District, Gujarat, 382405, India",Dumpsites,22.971331319885724,72.55103693230062,India,IND,3343457.788,173259.4328,2754.054524,,15.89555315686108,,Climate TRACE,,,,,,,,,,1835961600,,
1001,"Swarnapuri Colony, Ward 108 Miyapur, Serilingampalle Mandal, Hyderabad, Rangareddy, Telangana, 500050, India",Dumpsites,17.50997696353611,78.3460392383196,India,IND,2936695.078,152180.8127,2418.998198,,15.89555315865388,,Climate TRACE,,,,,,,,,,1835961741,,
1006,"Nh87, Paramakkudi, Paramakudi, Ramanathapuram District, Tamil Nadu, 623700, India",Dumpsites,9.533377451325842,78.57562960521483,India,IND,3336169.987,172881.7757,2748.051456,,15.895553159800176,,Climate TRACE,,,,,,,,,,1835961604,,
1008,"Umbergaon Taluka, Valsad, Gujarat, 396171, India",Dumpsites,20.17069775919789,72.76034521173875,India,IND,3336105.484,172878.4332,2747.998325,,15.895553159143278,,Climate TRACE,,,,,,,,,,1835961605,,
1013,"Mathura Das Pura, Jamwa Ramgarh Tehsil, Jaipur, Rajasthan, 302027, India, Site 2",Dumpsites,26.955230477607483,75.94105025193427,India,IND,2929752.509,151821.0458,2413.279504,,15.89555315788768,,Climate TRACE,,,,,,,,,,1835961747,,
1049,"Rajamahendravaram, Rajahmundry (Urban), East Godavari, Andhra Pradesh, 533100, India",Dumpsites,17.028837761988445,81.78005767601127,India,IND,2888799.225,149698.8288,2379.545692,,15.89555316547674,,Climate TRACE,,,,,,,,,,1835961765,,
1058,"Mdr61, Murtijapur, Akola, Maharashtra, India",Dumpsites,20.722463493038354,77.37985911365514,India,IND,3262022.893,169039.4412,2686.975424,,15.895553161589604,,Climate TRACE,,,,,,,,,,1835961630,,
1061,"Baddi, Solan, Himachal Pradesh, 173205, India",Dumpsites,30.93467117967592,76.77396603327448,India,IND,2877162.717,149095.8199,2369.960531,,15.895553158965525,,Climate TRACE,,,,,,,,,,1835961771,,
1062,"Ward 26, Kishangarh, Chandigarh, 160101, India",Dumpsites,30.723539691419543,76.82761511816693,India,IND,3259877.498,168928.2659,2685.20823,,15.895553155027091,,Climate TRACE,,,,,,,,,,1835961632,,
